geoid,Region,State,age,season,MMWR Year/Week,Deaths from influenza,Deaths from pneumonia,Deaths from pneumonia and influenza,All Deaths,Pecent of deaths due to pneumonia or influenza,pecent complete
Region,10,,All,2016-17,201645,1,112,113,2014,5.6107249255,109.10839401
State,,Pennsylvania,All,2013-14,201349,,,143,2491,5.740666399,103.38911694
National,,,18-64 years,2015-16,201546,4,586,590,12926,4.5644437568,108.89143434
Region,2,,All,2015-16,201546,1,278,279,4120,6.7718446602,99.264862696
State,,Georgia,All,2013-14,201418,,,85,1444,5.8864265928,106.55171075
State,,Rhode Island,All,2015-16,201609,,,13,190,6.8421052632,104.98625212
National,,,0-17 years,2013-14,201410,5,15,20,706,2.8328611898,109.42737944
State,,South Dakota,All,2014-15,201451,,,18,163,11.042944785,119.04462382
State,,Wyoming,All,2016-17,201707,,,8,94,8.5106382979,111.94301994
State,,New York City,All,2017-18,201812,,,91,1024,8.88671875,102.84088725
State,,Idaho,All,2012-13,201251,,,21,276,7.6086956522,124.16108827
State,,Florida,All,2016-17,201705,,,313,4230,7.3995271868,127.47577575
State,,Massachusetts,All,2015-16,201632,,,72,1033,6.9699903195,102.30291371
State,,Nevada,All,2012-13,201308,,,32,468,6.8376068376,122.53457607
State,,Rhode Island,All,2012-13,201311,,,15,202,7.4257425743,111.61696277
State,,District of Columbia,All,2017-18,201804,,,7,112,6.25,125.41119743
Region,8,,All,2016-17,201644,3,95,98,1505,6.511627907,107.41153049
State,,North Dakota,All,2015-16,201620,,,6,124,4.8387096774,108.94110723
State,,Wisconsin,All,2009-10,200942,,,82,924,8.8744588745,101.95229598
State,,Washington,All,2011-12,201145,,,92,975,9.4358974359,104.23167026
Region,7,,All,2011-12,201236,0,151,151,2254,6.6992014197,95.804099097
State,,North Carolina,All,2013-14,201344,,,107,1610,6.6459627329,106.15094387
State,,Louisiana,All,2012-13,201244,,,48,836,5.7416267943,106.8707146
State,,Arizona,All,2012-13,201311,,,83,1028,8.0739299611,113.338292
State,,Alaska,All,2016-17,201647,,,5,73,6.8493150685,101.27447727
State,,Maine,All,2013-14,201402,,,21,288,7.2916666667,117.78564859
State,,Illinois,All,2014-15,201528,,,121,2028,5.966469428,105.06157171
State,,District of Columbia,All,2009-10,201026,,,6,88,6.8181818182,98.537369408
State,,Washington,All,2012-13,201306,,,120,1079,11.121408712,115.34971509
State,,Missouri,All,2011-12,201226,,,64,1042,6.1420345489,98.726579536
State,,Utah,All,2017-18,201833,,,13,332,3.9156626506,116.25312044
State,,Georgia,All,2009-10,201005,,,106,1469,7.2157930565,108.39644258
State,,New Mexico,All,2013-14,201435,,,20,319,6.2695924765,103.17713331
State,,Nebraska,All,2011-12,201225,,,19,270,7.037037037,92.464238313
State,,Montana,All,2012-13,201248,,,5,161,3.1055900621,95.816959964
State,,Illinois,All,2014-15,201449,,,158,2197,7.1916249431,113.81670269
National,,,18-64 years,2012-13,201316,4,642,646,12364,5.224846328,104.11837031
State,,Iowa,All,2012-13,201241,,,45,589,7.6400679117,110.34807318
State,,District of Columbia,All,2013-14,201342,,,3,78,3.8461538462,87.339941066
State,,Georgia,All,2010-11,201045,,,100,1415,7.0671378092,104.41182182
State,,Virginia,All,2012-13,201305,,,127,1330,9.5488721805,116.17128337
State,,California,All,2010-11,201045,,,389,4479,8.6849743246,98.780897027
State,,Wisconsin,All,2017-18,201805,,,104,1117,9.3106535363,123.24752663
State,,District of Columbia,All,2011-12,201239,,,4,95,4.2105263158,106.37556925
State,,Mississippi,All,2009-10,201019,,,39,591,6.5989847716,106.65198808
State,,Arizona,All,2013-14,201422,,,64,967,6.6184074457,106.61296534
State,,Montana,All,2010-11,201116,,,14,171,8.1871345029,101.76832394
State,,Oklahoma,All,2015-16,201617,,,60,730,8.2191780822,104.84253348
Region,1,,All,2018-19,201850,2,149,151,2459,6.1407076047,107.41020952
State,,Illinois,All,2011-12,201203,,,179,2023,8.8482451804,104.80254417
State,,North Dakota,All,2013-14,201402,,,14,121,11.570247934,106.30543529
State,,Oklahoma,All,2014-15,201506,,,77,896,8.59375,128.68343836
State,,Arkansas,All,2009-10,201009,,,49,626,7.8274760383,111.88130665
State,,South Dakota,All,2015-16,201618,,,10,136,7.3529411765,99.325575707
State,,Alaska,All,2014-15,201506,,,7,84,8.3333333333,116.53501494
State,,District of Columbia,All,2012-13,201252,,,6,98,6.1224489796,109.73479775
State,,Connecticut,All,2010-11,201120,,,41,576,7.1180555556,103.93790525
State,,South Carolina,All,2015-16,201606,,,80,1014,7.8895463511,127.19579387
State,,Rhode Island,All,2013-14,201405,,,17,194,8.7628865979,107.196489
State,,Delaware,All,2012-13,201314,,,16,169,9.4674556213,114.44818871
State,,Rhode Island,All,2010-11,201110,,,24,209,11.483253589,115.48487733
State,,Florida,All,2010-11,201107,,,258,3497,7.3777523592,105.38600185
State,,Alaska,All,2015-16,201611,,,5,90,5.5555555556,124.85894457
State,,New Hampshire,All,2012-13,201325,,,10,197,5.076142132,98.691243798
National,,,65 years and older,2018-19,201848,23,2626,2649,41231,6.4247774733,115.24501098
State,,New York City,All,2015-16,201613,,,103,1040,9.9038461538,104.44777611
State,,Vermont,All,2010-11,201113,,,8,115,6.9565217391,114.62158424
National,,,0-17 years,2010-11,201041,1,9,10,691,1.4471780029,97.794218098
Region,8,,All,2012-13,201327,0,86,86,1396,6.1604584527,99.63222363
Region,10,,All,2010-11,201049,1,130,131,1936,6.7665289256,104.88274618
National,,,All,2009-10,201009,28,4342,4370,50345,8.6801072599,105.81237718
National,,,65 years and older,2017-18,201743,15,2660,2675,38817,6.8913105083,110.44252251
State,,Arizona,All,2016-17,201727,,,52,1131,4.5977011494,124.69417145
State,,Oklahoma,All,2010-11,201129,,,46,685,6.7153284672,98.379637583
State,,Arizona,All,2016-17,201725,,,59,1113,5.3009883199,122.70964883
State,,Kentucky,All,2010-11,201132,,,68,750,9.0666666667,92.570719896
State,,Massachusetts,All,2016-17,201704,,,122,1228,9.9348534202,121.61469316
State,,Hawaii,All,2018-19,201901,,,25,244,10.245901639,128.53758129
State,,Montana,All,2011-12,201146,,,11,181,6.0773480663,107.71968791
State,,Alabama,All,2015-16,201602,,,78,1060,7.358490566,114.76556308
State,,South Carolina,All,2014-15,201519,,,73,864,8.4490740741,108.37984803
State,,District of Columbia,All,2017-18,201823,,,9,87,10.344827586,97.417626574
State,,North Carolina,All,2013-14,201402,,,195,1767,11.03565365,116.50230921
State,,Nevada,All,2014-15,201525,,,32,444,7.2072072072,116.25075165
State,,Illinois,All,2015-16,201607,,,159,2265,7.0198675497,117.33947728
State,,Pennsylvania,All,2017-18,201740,,,126,2482,5.0765511684,103.01557135
State,,Delaware,All,2010-11,201130,,,11,141,7.8014184397,95.486358629
State,,New York City,All,2013-14,201434,,,88,963,9.1381100727,96.714623458
State,,Ohio,All,2015-16,201635,,,111,2186,5.0777676121,106.21000044
State,,Hawaii,All,2015-16,201631,,,19,208,9.1346153846,109.57302011
State,,Nevada,All,2010-11,201045,,,23,400,5.75,104.7304069
State,,Alabama,All,2012-13,201313,,,64,1008,6.3492063492,109.13555432
State,,New Mexico,All,2014-15,201520,,,19,308,6.1688311688,99.619301124
Region,7,,All,2015-16,201614,13,210,223,2713,8.2196830077,115.31345202
State,,New Mexico,All,2013-14,201411,,,36,370,9.7297297297,119.67253706
State,,Ohio,All,2017-18,201748,,,144,2389,6.027626622,116.07305172
State,,Massachusetts,All,2014-15,201518,,,95,1165,8.1545064378,115.37550287
State,,South Dakota,All,2015-16,201610,,,10,149,6.711409396,108.81993221
National,,,18-64 years,2010-11,201041,2,577,579,11887,4.8708673341,97.794218098
State,,Nevada,All,2017-18,201752,,,52,532,9.7744360902,139.29144117
Region,4,,All,2009-10,200948,16,784,800,10501,7.6183220646,100.78429302
State,,Texas,All,2013-14,201401,,,480,4111,11.675991243,128.00328351
Region,7,,All,2009-10,201008,3,239,242,2475,9.7777777778,105.19749124
National,,,65 years and older,2018-19,201901,128,3134,3262,42466,7.6814392691,119.89827552
State,,Georgia,All,2012-13,201336,,,73,1366,5.3440702782,100.79614742
State,,New York,All,2016-17,201729,,,121,1787,6.7711247902,98.021631354
State,,Wisconsin,All,2015-16,201549,,,47,954,4.9266247379,105.26243546
State,,Iowa,All,2010-11,201133,,,31,473,6.5539112051,88.615685255
Region,9,,All,2013-14,201345,3,472,475,6282,7.5612862146,104.47264287
National,,,0-17 years,2009-10,200942,36,20,56,780,7.1794871795,99.729925703
State,,Georgia,All,2018-19,201840,,,74,1582,4.6776232617,116.73463047
State,,Alaska,All,2011-12,201150,,,4,77,5.1948051948,106.82376369
State,,Arkansas,All,2018-19,201911,,,41,613,6.6884176183,109.55789294
State,,West Virginia,All,2012-13,201320,,,38,437,8.6956521739,106.00886764
Region,8,,All,2017-18,201833,1,76,77,1596,4.8245614035,113.90618117
State,,Pennsylvania,All,2014-15,201537,,,131,2339,5.600684053,97.080347054
State,,Arizona,All,2011-12,201238,,,47,862,5.4524361949,95.036583372
State,,Delaware,All,2018-19,201909,,,10,160,6.25,108.35331476
Region,8,,All,2014-15,201506,20,125,145,1558,9.3068035944,111.19412924
State,,North Carolina,All,2009-10,200947,,,118,1432,8.2402234637,94.415001009
State,,Louisiana,All,2018-19,201844,,,30,864,3.4722222222,110.45011652
State,,Virginia,All,2015-16,201634,,,54,1158,4.6632124352,101.14762868
State,,Florida,All,2012-13,201317,,,192,3499,5.4872820806,105.44627408
State,,Arkansas,All,2012-13,201318,,,40,573,6.9808027923,102.40892766
State,,Delaware,All,2012-13,201247,,,9,172,5.2325581395,116.47981336
State,,New York City,All,2016-17,201716,,,96,1012,9.4861660079,101.6357206
State,,Oregon,All,2011-12,201144,,,24,578,4.1522491349,93.818780531
State,,Louisiana,All,2018-19,201909,,,38,733,5.1841746248,93.703628946
National,,,18-64 years,2011-12,201152,5,666,671,12404,5.409545308,104.99269643
State,,Maryland,All,2016-17,201646,,,67,949,7.0600632244,113.91902681
State,,Vermont,All,2015-16,201633,,,6,92,6.5217391304,91.697267395
State,,South Dakota,All,2011-12,201210,,,14,156,8.9743589744,113.93227802
State,,California,All,2010-11,201044,,,390,4441,8.7818058996,97.94283628
National,,,0-17 years,2011-12,201224,1,19,20,766,2.6109660574,98.336468437
State,,Utah,All,2009-10,201005,,,24,288,8.3333333333,100.84608039
National,,,65 years and older,2009-10,200942,51,3096,3147,34261,9.1853711217,99.729925703
Region,3,,All,2014-15,201532,0,295,295,5029,5.8659773315,99.851988231
National,,,All,2009-10,200943,295,3762,4057,46432,8.7375086147,97.588247039
State,,Oklahoma,All,2015-16,201620,,,60,718,8.356545961,103.11909458
State,,Michigan,All,2015-16,201548,,,99,1799,5.503057254,106.54985576
State,,Maine,All,2012-13,201307,,,30,304,9.8684210526,124.32929574
National,,,18-64 years,2011-12,201144,2,570,572,12327,4.6402206538,101.20535104
State,,Delaware,All,2016-17,201728,,,13,174,7.4712643678,117.8342298
State,,Colorado,All,2011-12,201202,,,37,604,6.1258278146,98.560274828
State,,Nebraska,All,2016-17,201735,,,18,314,5.7324840764,107.53248456
State,,South Carolina,All,2013-14,201434,,,56,843,6.6429418743,105.74561561
State,,Tennessee,All,2011-12,201218,,,103,1146,8.9877835951,100.18027212
State,,Rhode Island,All,2017-18,201807,,,22,215,10.23255814,118.80023266
State,,North Carolina,All,2014-15,201506,,,163,1873,8.7026161239,123.49112911
Region,6,,All,2012-13,201335,0,305,305,5324,5.7287753569,95.774846704
State,,Oklahoma,All,2016-17,201644,,,40,685,5.8394160584,98.379637583
State,,South Dakota,All,2017-18,201827,,,10,147,6.8027210884,107.35926198
State,,North Carolina,All,2012-13,201244,,,139,1593,8.7256748274,105.0300954
State,,Louisiana,All,2009-10,201035,,,30,708,4.2372881356,90.507734371
State,,West Virginia,All,2011-12,201237,,,27,388,6.9587628866,94.1222898
Region,10,,All,2010-11,201101,1,152,153,1956,7.8220858896,105.96624562
State,,Delaware,All,2012-13,201337,,,9,145,6.2068965517,98.195191498
State,,Iowa,All,2014-15,201528,,,33,539,6.1224489796,100.98066459
State,,California,All,2017-18,201818,,,351,4966,7.0680628272,109.52130713
State,,Washington,All,2018-19,201905,,,72,1130,6.3716814159,120.80183323
Region,6,,All,2015-16,201541,0,393,393,5758,6.8252865578,103.5821877
State,,Texas,All,2009-10,201034,,,198,2998,6.6044029353,93.348052536
State,,New Jersey,All,2010-11,201116,,,91,1348,6.7507418398,101.22156274
Region,4,,All,2012-13,201329,1,671,672,10075,6.6699751861,96.695719659
State,,Georgia,All,2017-18,201750,,,101,1721,5.8686809994,126.99133947
State,,Idaho,All,2011-12,201223,,,10,208,4.8076923077,93.570675219
State,,Ohio,All,2017-18,201819,,,113,2334,4.8414738646,113.40079645
State,,Mississippi,All,2016-17,201701,,,57,676,8.4319526627,121.99110651
State,,Utah,All,2009-10,201019,,,21,288,7.2916666667,100.84608039
State,,North Carolina,All,2015-16,201550,,,104,1669,6.2312762133,110.04094741
State,,Nebraska,All,2012-13,201312,,,27,295,9.1525423729,101.02574186
Region,2,,All,2015-16,201634,0,256,256,4086,6.2652961331,98.445686645
State,,Arizona,All,2015-16,201626,,,38,1058,3.5916824197,116.64582971
State,,Nebraska,All,2014-15,201515,,,32,328,9.756097561,112.32692654
State,,Kentucky,All,2013-14,201428,,,64,843,7.5919335706,104.04948916
State,,Texas,All,2014-15,201521,,,260,3550,7.323943662,110.53555254
State,,Nebraska,All,2010-11,201104,,,36,324,11.111111111,110.95708598
State,,Idaho,All,2016-17,201736,,,8,244,3.2786885246,109.76559978
State,,Pennsylvania,All,2009-10,201014,,,166,2344,7.0819112628,97.287872379
State,,Georgia,All,2014-15,201538,,,73,1443,5.0589050589,106.47792147
State,,Mississippi,All,2009-10,200950,,,39,552,7.0652173913,99.614039632
State,,Michigan,All,2016-17,201729,,,80,1778,4.4994375703,105.30608312
Region,5,,All,2015-16,201546,2,564,566,9112,6.2115891133,108.12759048
State,,California,All,2009-10,201007,,,529,4798,11.025427261,105.81619646
State,,West Virginia,All,2017-18,201836,,,24,420,5.7142857143,101.88495288
Region,8,,All,2017-18,201747,3,81,84,1655,5.0755287009,118.11699864
State,,Nebraska,All,2010-11,201120,,,33,301,10.96345515,103.08050271
State,,North Dakota,All,2016-17,201725,,,7,116,6.0344827586,101.9126487
State,,Rhode Island,All,2011-12,201145,,,20,192,10.416666667,106.09137056
State,,Alaska,All,2016-17,201714,,,3,86,3.488372093,119.30965815
State,,Iowa,All,2009-10,200942,,,64,568,11.267605634,106.41376157
State,,Montana,All,2013-14,201350,,,13,201,6.4676616915,119.62241586
State,,Tennessee,All,2013-14,201401,,,157,1351,11.621021466,118.10082691
State,,Connecticut,All,2014-15,201522,,,34,537,6.3314711359,96.900442917
State,,Kansas,All,2014-15,201442,,,21,492,4.2682926829,104.34623776
State,,Connecticut,All,2009-10,200946,,,40,559,7.1556350626,100.87029347
State,,Idaho,All,2013-14,201410,,,12,223,5.3811659193,100.31856045
State,,Tennessee,All,2014-15,201520,,,88,1221,7.2072072072,106.73657265
State,,Kansas,All,2017-18,201748,,,42,534,7.8651685393,113.25384342
State,,North Carolina,All,2017-18,201825,,,102,1735,5.878962536,114.39247678
State,,Montana,All,2016-17,201710,,,25,220,11.363636364,130.9300074
State,,Michigan,All,2014-15,201447,,,108,1891,5.7112638815,111.99876445
State,,Tennessee,All,2015-16,201630,,,90,1230,7.3170731707,107.52332872
State,,Vermont,All,2018-19,201849,,,6,112,5.3571428571,111.63145596
Region,10,,All,2011-12,201148,0,148,148,1933,7.6564924987,104.72022126
State,,Colorado,All,2016-17,201716,,,54,796,6.783919598,129.89069332
Region,10,,All,2012-13,201332,0,108,108,1810,5.9668508287,98.056699681
State,,North Carolina,All,2010-11,201136,,,116,1426,8.1346423562,94.01940743
National,,,0-17 years,2009-10,200951,2,31,33,724,4.5580110497,103.20621276
State,,Wyoming,All,2010-11,201041,,,9,97,9.2783505155,115.51566952
Region,6,,All,2014-15,201529,1,371,372,5916,6.2880324544,106.42449157
State,,Iowa,All,2015-16,201543,,,36,496,7.2580645161,92.924693206
Region,6,,All,2011-12,201151,1,475,476,5835,8.1576692374,104.9673611
State,,New Jersey,All,2010-11,201047,,,99,1393,7.1069633884,104.60062084
Region,6,,All,2013-14,201428,1,355,356,5653,6.2975411286,101.69331488
State,,Maryland,All,2009-10,201011,,,69,819,8.4249084249,98.313680668
State,,Maryland,All,2012-13,201251,,,63,923,6.8255687974,110.79795758
State,,Virginia,All,2014-15,201518,,,86,1256,6.847133758,109.70761798
State,,Ohio,All,2018-19,201911,,,90,1643,5.4777845405,79.827552939
State,,Indiana,All,2009-10,201037,,,78,1043,7.4784276127,95.09573396
State,,Wisconsin,All,2011-12,201230,,,60,891,6.734006734,98.311142552
State,,New Mexico,All,2009-10,201021,,,23,292,7.8767123288,94.444272494
State,,District of Columbia,All,2017-18,201813,,,7,111,6.3063063063,124.29145459
State,,Washington,All,2014-15,201536,,,60,1052,5.7034220532,112.46329961
State,,Montana,All,2014-15,201522,,,14,173,8.0924855491,102.95859673
State,,Massachusetts,All,2012-13,201316,,,98,1037,9.4503375121,102.69905277
State,,Florida,All,2012-13,201336,,,156,3247,4.804434863,97.851972546
State,,Oregon,All,2013-14,201401,,,46,672,6.8452380952,109.07650608
State,,Oregon,All,2012-13,201310,,,51,719,7.0931849791,116.70536886
State,,Florida,All,2009-10,201028,,,162,3132,5.1724137931,94.386319068
State,,Nebraska,All,2009-10,201019,,,25,288,8.6805555556,98.628520867
State,,Maine,All,2016-17,201731,,,17,275,6.1818181818,112.46893529
State,,Colorado,All,2012-13,201335,,,26,596,4.3624161074,97.254840725
State,,New York City,All,2016-17,201713,,,75,974,7.7002053388,97.819359551
National,,,18-64 years,2014-15,201524,3,598,601,12971,4.6334129982,103.22092498
State,,Texas,All,2016-17,201729,,,198,3460,5.7225433526,107.73324275
State,,Tennessee,All,2013-14,201351,,,129,1322,9.7579425113,115.56572404
State,,Florida,All,2013-14,201433,,,161,3468,4.6424452134,104.51205445
State,,Massachusetts,All,2014-15,201526,,,96,1064,9.022556391,105.37299147
State,,Iowa,All,2011-12,201209,,,42,558,7.5268817204,104.54027986
Region,2,,All,2009-10,201039,0,291,291,3970,7.3299748111,95.650850705
State,,Tennessee,All,2015-16,201543,,,79,1214,6.5074135091,106.12465127
State,,Arkansas,All,2015-16,201637,,,38,573,6.6317626527,102.40892766
State,,Oregon,All,2011-12,201221,,,38,597,6.365159129,96.902788888
State,,Maryland,All,2013-14,201431,,,48,845,5.6804733728,101.4347499
State,,Pennsylvania,All,2010-11,201139,,,156,2396,6.510851419,99.446135759
State,,Iowa,All,2015-16,201542,,,34,546,6.2271062271,102.2921018
National,,,18-64 years,2017-18,201804,295,843,1138,14433,7.8847086538,131.75842537
Region,4,,All,2016-17,201702,32,897,929,13352,6.9577591372,128.14702222
State,,Ohio,All,2015-16,201611,,,180,2359,7.630351844,114.61545793
State,,Colorado,All,2010-11,201116,,,45,615,7.3170731707,100.35524672
State,,District of Columbia,All,2009-10,201036,,,10,91,10.989010989,101.89659791
State,,South Dakota,All,2014-15,201517,,,10,139,7.1942446043,101.51658105
State,,Indiana,All,2012-13,201304,,,166,1316,12.613981763,119.98656365
State,,Montana,All,2014-15,201534,,,13,210,6.1904761905,124.97864343
National,,,18-64 years,2012-13,201326,1,525,526,12235,4.2991418063,97.48526151
State,,Arkansas,All,2011-12,201223,,,39,521,7.4856046065,93.115272789
State,,New York,All,2014-15,201508,,,227,2106,10.778727445,115.51961703
State,,Arizona,All,2014-15,201518,,,68,1001,6.7932067932,110.36150807
State,,Idaho,All,2011-12,201145,,,12,239,5.0209205021,107.5163047
State,,New York City,All,2010-11,201046,,,106,1014,10.453648915,101.83658171
